ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC
610,Sunstar Mall,,14.25582879,121.3920992,118116744,OpenStreetMap,OpenStreetMap,2/5/2020,REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),Gatid,PH043426006
611,Superama Hypermart,Tan Abing,7.2003281,124.2381844,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),COTABATO CITY,Rosary Heights X,PH129804029
612,Tabaco CityMall,,13.3574897,123.7305707,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,CITY OF TABACO,Divino Rostro (Pob.),PH050517018
613,Tacurong Fitmart Supermarket,,6.6877878,124.6783668,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013
614,Tacurong Kimsan Plaza,,6.6887116,124.6746969,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011
615,Tagbilaran City Square,,9.6423502,123.8562906,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Camputhaw (Pob.),PH072217036
616,Talavera Square Mall,,16.9396549,121.7671394,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,San Fermin,PH023108059
617,Tanay Town Center,,14.49519488,121.2917496,213139766,OpenStreetMap,OpenStreetMap,2/5/2020,REGION IV-A (CALABARZON),RIZAL,TANAY,Plaza Aldea (Pob.),PH045812011
618,Techno Plaza 2,,14.6106397,121.0808929,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
619,The Atrium,,14.5534844,120.9967686,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF TALISAY,Zone 15 (Pob.),PH184528032
620,The Clubhouse at Temple Drive,,14.5999253,121.0693531,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
621,The District Dasmariñas,Ayala Land,14.360083,120.982043,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino IV,PH042103047
622,The District Imus,Ayala Land,14.4064221,120.9405057,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,IMUS CITY,Anabu I-A,PH042109003
623,The District North Point,Ayala Land,10.7218133,122.9620712,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Danao,PH063022042
624,The Enterprise Center,,14.5560584,121.0211415,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006
625,The Fort Strip,,14.5495981,121.0486495,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
626,The Grove by Rockwell Retail Row,Lopez Holdings[30],14.5863718,121.0798701,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Almanza Uno,PH137601001
627,The Hub at Greenfield District,,14.5787805,121.0546777,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
628,The Marketplace Mall,,14.5919007,121.0253419,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Pag-asa,PH137401021
629,The One Grand Center,,14.5808909,121.0528141,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025
630,The Podium,,14.5852465,121.059334,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002
631,The Portal at Greenfield District,,14.5787596,121.0536657,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
632,The Shoppes at Solaire Resort & Casino,,14.523519,120.9809344,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025
633,The Shops at Amigo,,10.6979583,122.5685719,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160
634,The Shops at Atria,Ayala Land,10.7067751,122.5486869,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Poblacion VIII (Barangay VIII),PH061914015
635,The Shops at Ayala North Exchange,,14.5599113,121.0158587,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006
636,The Shops at Okada Manila,,14.5157125,120.9813095,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
637,The Village Square Alabang,Megaworld Corporation,14.4288399,121.0206082,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Pinagsama,PH137607025
638,Three Central,,14.5600342,121.0178003,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 666,PH133908008
639,Tiendesitas,,14.5860655,121.0779872,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029
640,Times Plaza Mall,,14.5824501,120.9841616,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
641,Tram Plaza,,14.29764868,121.1078577,553872508,OpenStreetMap,OpenStreetMap,2/5/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002
642,TriNoma,Ayala Land,14.6536606,121.0337568,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,U.P. Campus,PH137404124
643,Tuscany at McKinley Hill,Megaworld Corporation[32],14.5379392,121.0519093,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
644,Tutuban Center (Prime Block Building),,14.6068169,120.9729585,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 79,PH137605079
645,Twins Plaza,,14.8584,120.81091,608httek-28aebd29262e062cda1649ff1f9d8580,Here WeGo,Here WeGo,5/2/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Bulihan,PH031410012
646,Two Parkade,,14.5516243,121.0502619,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,U.P. Campus,PH137404124
647,Two Shopping Center,,14.5362401,120.9996358,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025
648,TwoE-com Plaza,,14.5394634,120.9814067,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027
649,U.P. Town Center,Ayala Land,14.6507422,121.0752145,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Pleasant Hills,PH137401023
650,U.P.-Ayala Land Technohub,,14.6577751,121.0561016,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
651,Unitop Mall Tuguegarao,RI-RANCE Realty Corp.,17.6194326,121.7295654,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Centro 11 (Pob.),PH021529014
652,Unitop Shopping Mall Roxas,Unitop Group of Companies,11.580474,122.753412,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,OTON,Polo Maestra Bita,PH063034024
653,UNITOP Sta. Mesa,RI-RANCE Realty Corporation,14.6010928,121.0010198,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 719,PH133910034
654,University Mall,,14.5631874,120.9944328,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006
655,Uniwide Coastal Mall,"Uniwide Sales, Inc.",14.5156959,120.9912417,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Tres,PH137601014
656,Uniwide Metromall,"Uniwide Sales, Inc.",14.44697,120.98941,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 72,PH137501072
657,Uniwide Sales Coastal Mall,,14.5158047,120.9912269,11317,OpenStreetMap,OpenStreetMap,2/5/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006
658,Uptown Mall,Megaworld Corporation[33],14.5564921,121.0542118,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Pinagsama,PH137607025
659,V-Mall,,14.6023728,121.0497786,ChIJ0-evxNi3lzMRyiNTbqAeLgw,Google Maps,Google Maps,5/2/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
660,Valley Hotel Tower Mall,,17.6221509,121.7302483,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Centro 11 (Pob.),PH021529014
661,Venice Grand Canal,Megaworld Corporation[34],14.5335413,121.0511231,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Poblacion,PH137602020
662,Veranza Mall,Veranza Mall,6.1175316,125.1860815,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone IV (Pob.),PH126306019
663,Vibo Place Mall,,10.318144,123.896111,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO),PH141102129
664,Victoria Plaza Mall,Davao Sunrise Investment & Development Corp.,7.087169,125.6120094,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,Alegria,PH083738001
665,Victory Central Mall,,14.6557502,120.9828347,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 92,PH137605092
666,Victory Central Mall Sta. Rosa,,14.2920387,121.1026688,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002
667,Victory Pasay Mall,,14.5469213,120.9983285,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Manuyo Uno,PH137601005
668,Village Center CDO,Vista Land & Lifescapes,8.4830051,124.6513295,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 39 (Pob.),PH104305030
669,Virac Town Center,VTC Development Corp.,13.5796448,124.2285463,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CATANDUANES,VIRAC (Capital),Gogon Sirangan,PH052011016
670,Virra Mall,,14.48329,120.99537,608wdw43-59d716694c4246ec904b0c946ffd1e21,Here WeGo,Here WeGo,5/2/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Dionisio,PH137604004
671,Vista Mall Antipolo,Vista Land & Lifescapes,14.570115,121.1787857,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),PH045802009
672,Vista Mall Dasmariñas,Vista Land & Lifescapes,14.3851965,120.9788965,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino IV,PH042103047
673,Vista Mall General Trias,Vista Land & Lifescapes,14.3226494,120.9124347,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,San Francisco,PH042108023
674,Vista Mall Global South,Vista Land,14.4771482,120.9860389,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Sucat,PH137603007
675,Vista Mall Iloilo,Vista Land,10.7362891,122.5132562,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 7 (Pob.),PH184501042
676,Vista Mall Lakefront,Vista Land,14.4568445,121.0457732,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Dos,PH137601013
677,Vista Mall Las Piñas (formerly Starmall Las Piñas),Vista Land,14.4507643,120.9785653,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Santa Ana,PH137607012
678,Vista Mall Malolos,Vista Land & Lifescapes,14.8753209,120.7970287,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Longos,PH031410025
679,Vista Mall Naga,Vista Land & Lifescapes,13.6185121,123.2347419,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Del Rosario,PH051724012
680,Vista Mall Santiago,Vista Land & Lifescapes,16.6966921,121.5735567,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Batal,PH023135006
681,Vista Mall Sta. Rosa,Vista Land & Lifescapes,14.2432948,121.0580063,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Don Jose,PH043428006
682,Vista Mall Taguig,Vista Land,14.5294066,121.07414,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
683,Vista Mall Tanza,Vista Land & Lifescapes,14.3424582,120.8593901,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TANZA,Punta II,PH042120044
684,VM Center Mall,,14.867958,120.465061,ChIJ0WeMVjlmljMRLfr1z2XAzkI,Google Maps,Google Maps,5/2/2020,REGION III (CENTRAL LUZON),BATAAN,DINALUPIHAN,Mabini Ext. (Pob.),PH030804018
685,VSB Mall,,10.6756286,122.9533462,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,New Alabang Village,PH137603009
686,W Global Center,,14.5513803,121.0517836,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116
687,W Mall,WM Property Management Inc. and SM Investment Corp.,14.5321188,120.9891483,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Martin De Porres,PH137604014
688,W.Mall,,14.546783,120.986982,608wdw4c-ee263b54b0814af694acc72f56e7fb7c,Here WeGo,Here WeGo,5/2/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
689,Walter Mart Balayan,WM Property Management Inc. and SM Investment Corp.,13.9493654,120.728912,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,BALAYAN,Calzada,PH041003018
690,Walter Mart Bicutan,WM Property Management Inc. and SM Investment Corp.,14.4812953,121.0457365,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Kristong Hari,PH137404024
691,Walter Mart Cabuyao,WM Property Management Inc. and SM Investment Corp.,14.2326668,121.1344546,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CABUYAO CITY,Banlic,PH043404003
692,Walter Mart Calamba,WM Property Management Inc. and SM Investment Corp.,14.20278,121.153275,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Real,PH043405049
693,Walter Mart Capas (Soon),Walter Mart Inc.,15.3404823,120.5936961,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CAPAS,Santo Domingo 1st,PH036904019
694,Walter Mart Carmona,WM Property Management Inc. and SM Investment Corp.,14.3133158,121.0502218,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CARMONA,Mabuhay,PH042104009
695,Walter Mart Concepcion,Walter Mart Inc.,15.3275292,120.6450765,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CONCEPCION,Alfonso,PH036905001
696,Walter Mart Dasmariñas,WM Property Management Inc. and SM Investment Corp.,14.3246936,120.9413555,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,Zone IV (Pob.),PH042106019
697,Walter Mart E. Rodriguez,WM Property Management Inc. and SM Investment Corp.,14.6242403,121.0350919,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Pio Del Pilar,PH137602018
698,Walter Mart Gapan,Walter Mart Inc.,15.3033476,120.9456385,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CITY OF GAPAN,Bayanihan,PH034908001
699,Walter Mart General Trias,WM Property Management Inc. and SM Investment Corp.,14.2910197,120.9083142,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,Manggahan,PH042108015
700,Walter Mart Guiguinto,Walter Mart Inc.,14.8278632,120.8732038,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,GUIGUINTO,Ilang-Ilang,PH031408003
701,Walter Mart Makati,WM Property Management Inc. and SM Investment Corp.,14.5510814,121.0133733,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Veterans Village,PH137404130
702,Walter Mart Makiling,WM Property Management Inc. and SM Investment Corp.,14.1603689,121.1383644,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Makiling,PH043405026
703,Walter Mart Nasugbu,WM Property Management Inc. and SM Investment Corp.,14.0562685,120.6395588,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,NASUGBU,Barangay 11 (Pob.),PH041019005
704,Walter Mart North EDSA,WM Property Management Inc. and SM Investment Corp.,14.6571184,121.0210055,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Isidro,PH137604013
705,Walter Mart Paniqui,Walter Mart Inc.,15.6684306,120.586346,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,PANIQUI,Estacion,PH036910016
706,Walter Mart Plaridel,Walter Mart Inc.,14.8807554,120.866749,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PLARIDEL,Banga I,PH031417003
707,Walter Mart San Jose,Walter Mart Inc.,15.7974958,120.9938857,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN JOSE CITY,Malasin,PH034926012
708,Walter Mart Sta. Maria,Walter Mart Inc.,14.8227757,120.9541605,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,SANTA MARIA,Santa Clara,PH031423021
709,Walter Mart Sta. Rosa (Balibago),WM Property Management Inc. and SM Investment Corp.,14.2881841,121.0944519,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002
710,Walter Mart Sta. Rosa Bel-Air,WM Property Management Inc. and SM Investment Corp.,14.2674129,121.0780137,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Pulong Santa Cruz,PH043428018
711,Walter Mart Sucat,WM Property Management Inc. and SM Investment Corp.,14.471748,121.007315,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Manresa,PH137404058
712,Walter Mart Talavera,Walter Mart Inc.,15.5733152,120.9201689,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,TALAVERA,La Torre,PH034930032
713,Walter Mart Tanauan,WM Property Management Inc. and SM Investment Corp.,14.0742403,121.1512163,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,CITY OF TANAUAN,Darasa,PH041031016
714,Walter Mart Taytay,WM Property Management Inc. and SM Investment Corp.,14.5795653,121.1384408,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,TAYTAY,San Isidro,PH045813003
715,Walter Mart Trece Martires,WM Property Management Inc. and SM Investment Corp.,14.2804274,120.8705923,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006
716,Westgate Center,,14.4221838,121.0339432,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002
717,Wil Tower Mall,,14.6383893,121.0375531,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027
718,Wilsam Uptown Mall Borongan,Wilsam Inc.,11.6133393,125.4341,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Songco,PH082604055
719,Xentro Mall Antipolo,,14.6168548,121.1357085,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Mambugan,PH045802010
720,Xentro Mall Cabagan,AMRC Holdings Co. Inc.,17.4269396,121.7742161,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CABAGAN,Ugad,PH023106023
721,Xentro Mall Calapan/Neo Calapan Mall,AMRC Holdings Co. Inc.,13.4029319,121.1841184,,Wikipedia,Google Maps,16/02/2020,REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),San Manuel,PH175316066
722,Xentro Mall Ilagan,AMRC Holdings Co. Inc.,17.1457627,121.8893811,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ILAGAN CITY (Capital),San Vicente (Pob.),PH023114087
723,Xentro Mall Lemery,,13.8966352,120.9046916,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,LEMERY,Malinis,PH041012021
724,Xentro Mall Polangui,,13.288863,123.4888469,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,POLANGUI,Ubaliw,PH050514046
725,Xentro Mall Roxas,AMRC Holdings Co. Inc.,17.1217663,121.6215545,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ROXAS,Rizal (Pob.),PH023126011
726,Xentro Mall Santiago,AMRC Holdings Co. Inc.,16.6918151,121.5547732,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Villasis,PH023135037
727,Xentro Mall Sorsogon,,12.9693591,124.0053706,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Polvorista (Pob.),PH056216026
728,Xentro Mall Tumauini,AMRC Holdings Co. Inc.,17.2816844,121.8077233,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,TUMAUINI,San Pedro,PH023137042
729,Xentro Mall Vigan,AMRC Holdings Co. Inc.,17.5723742,120.3857795,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 293,PH133902007
730,Yashano Mall,,13.146102,123.746135,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 37 - Bitano (Pob.),PH050506035
731,Youth Center Mall,,14.5790979,120.9895992,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 676,PH133911010
